Age,Attrition,BusinessTravel,Department,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,ManagerGender
44,No,Non-Travel,Project Management,2,Business Administration,834,3,Male,1,Project Manager,1,Married,5447,3,No,15,1,2,0,32,2,4,2,7,5,7,Male
44,No,Travel_Rarely,Data Science,2,Business Administration,835,3,Male,2,Data Scientist,3,Single,11243,6,No,11,4,3,3,6,2,2,19,3,9,1,Female
33,No,Non-Travel,Data Science,2,Mathematics,836,3,Female,3,Data Scientist,3,Married,9686,3,No,20,4,4,1,11,2,3,15,2,3,4,Female
39,No,Travel_Rarely,Data Science,3,Computer Science,837,3,Female,1,Data Analyst,3,Single,5518,3,No,20,4,2,2,5,1,4,7,2,7,4,Female
46,No,Travel_Rarely,Project Management,2,Information Technology,838,4,Male,4,Agile Coach,2,Married,14651,6,Yes,6,4,4,2,40,3,2,3,3,1,2,Female
52,No,Non-Travel,IT Support,2,Engineering,839,1,Female,1,Helpdesk Analyst,3,Married,5621,3,No,1,1,4,0,31,2,1,9,4,8,6,Male
51,No,Travel_Frequently,Project Management,2,Business Administration,840,3,Male,2,Scrum Master,4,Single,14599,2,Yes,2,3,1,0,17,5,2,20,5,10,10,Male
53,Yes,Non-Travel,Software Development,2,Information Technology,841,3,Male,1,Software Engineer,4,Married,6793,5,Yes,11,2,1,3,35,1,1,16,4,0,7,Female
59,No,Travel_Frequently,IT Support,1,Business Administration,842,4,Male,1,System Administrator,2,Married,13926,5,Yes,20,1,2,0,16,4,3,13,9,7,5,Male
58,Yes,Travel_Frequently,Cybersecurity,4,Business Administration,843,3,Female,1,Network Security Specialist,2,Single,8923,5,No,12,3,4,1,11,1,4,19,10,8,3,Male
37,No,Travel_Frequently,Cybersecurity,1,Business Administration,844,4,Female,4,Security Analyst,2,Married,6717,2,Yes,12,2,1,2,33,3,2,12,9,9,7,Male
28,No,Travel_Rarely,IT Support,2,Information Technology,845,1,Male,4,System Administrator,4,Single,13446,2,No,15,4,3,0,3,4,2,1,9,10,9,Male
40,No,Non-Travel,Software Development,3,Computer Science,846,2,Female,4,Software Engineer,4,Divorced,5128,1,No,9,4,3,2,24,0,1,1,8,8,6,Female
44,Yes,Non-Travel,IT Support,1,Engineering,847,3,Male,4,Technical Support,3,Married,11217,0,No,9,1,4,0,34,0,2,7,7,7,3,Male
34,No,Non-Travel,IT Support,4,Engineering,848,2,Female,3,Helpdesk Analyst,1,Divorced,4291,3,No,6,4,3,1,23,5,2,16,8,8,7,Male
56,No,Travel_Frequently,Software Development,2,Business Administration,849,3,Male,1,Frontend Developer,1,Divorced,14453,0,Yes,12,2,2,0,33,0,1,7,6,6,5,Female
55,No,Travel_Rarely,IT Support,1,Mathematics,850,4,Male,2,System Administrator,4,Divorced,4724,0,Yes,18,1,1,3,19,3,2,6,3,8,1,Male
49,No,Travel_Frequently,Cybersecurity,3,Information Technology,851,1,Female,1,Cybersecurity Engineer,1,Single,13365,4,No,1,4,4,0,36,0,4,4,5,0,3,Male
28,No,Non-Travel,Software Development,2,Computer Science,852,3,Male,2,Full Stack Developer,1,Married,5195,6,Yes,19,1,1,0,31,5,1,11,5,10,6,Female
51,Yes,Travel_Frequently,Cybersecurity,4,Information Technology,853,2,Male,3,Security Analyst,3,Divorced,4465,5,Yes,15,4,3,0,29,0,4,13,5,7,9,Male
58,No,Travel_Rarely,Software Development,2,Information Technology,854,1,Female,4,Full Stack Developer,2,Divorced,10163,5,No,13,1,3,0,12,0,1,7,10,1,2,Female
41,No,Non-Travel,IT Support,4,Business Administration,855,3,Female,3,IT Specialist,2,Divorced,9418,6,No,8,1,1,0,9,2,2,5,5,1,5,Male
29,No,Travel_Frequently,Project Management,3,Mathematics,856,3,Female,1,Scrum Master,2,Married,3595,0,No,3,3,3,2,6,5,1,11,8,8,9,Male
42,No,Non-Travel,Project Management,1,Engineering,857,1,Female,4,Agile Coach,2,Single,11411,3,Yes,10,2,3,1,28,2,3,9,7,8,10,Female
26,Yes,Travel_Frequently,Data Science,2,Information Technology,858,2,Male,2,Data Scientist,3,Married,6140,5,Yes,14,2,4,2,21,4,2,14,9,3,7,Female
38,No,Travel_Rarely,IT Support,2,Information Technology,859,3,Female,3,Technical Support,4,Married,7859,4,Yes,5,1,2,0,3,5,4,10,9,2,5,Male
25,No,Travel_Rarely,Project Management,4,Mathematics,860,2,Male,1,Agile Coach,3,Divorced,5338,5,No,9,1,1,2,32,3,4,17,9,0,4,Male
30,No,Travel_Rarely,Project Management,2,Mathematics,861,1,Female,2,Agile Coach,1,Single,10402,3,Yes,2,1,2,3,13,1,4,12,7,2,9,Male
30,No,Travel_Frequently,Data Science,1,Mathematics,862,2,Male,1,Machine Learning Engineer,2,Married,8536,3,Yes,4,1,3,1,3,1,3,19,6,5,9,Female
41,No,Travel_Rarely,Cybersecurity,2,Information Technology,863,3,Female,1,Security Analyst,2,Single,3838,1,Yes,16,4,4,1,1,3,1,7,10,1,4,Male
47,Yes,Travel_Frequently,Cybersecurity,3,Engineering,864,2,Male,4,Security Analyst,4,Single,9844,5,No,7,1,4,3,3,5,1,7,2,9,5,Male
33,No,Non-Travel,Project Management,1,Engineering,865,3,Female,2,Project Manager,3,Single,6804,1,Yes,3,3,3,0,7,0,4,6,10,7,8,Male
60,No,Travel_Frequently,Software Development,3,Computer Science,866,2,Male,2,Frontend Developer,3,Divorced,11590,4,Yes,5,1,4,3,26,4,3,7,9,3,7,Male
46,Yes,Travel_Frequently,Project Management,3,Information Technology,867,2,Male,1,Agile Coach,4,Single,8948,0,Yes,1,4,4,1,21,0,2,16,4,4,9,Male
27,Yes,Travel_Frequently,Software Development,2,Business Administration,868,4,Female,2,Software Engineer,3,Married,7839,3,No,8,3,2,0,5,5,4,10,3,6,10,Female
24,Yes,Travel_Frequently,Cybersecurity,1,Mathematics,869,3,Male,2,Cybersecurity Engineer,3,Single,12717,4,Yes,17,4,2,0,40,4,2,5,7,4,6,Male
47,Yes,Non-Travel,Cybersecurity,3,Engineering,870,3,Female,1,Network Security Specialist,2,Divorced,6365,2,Yes,20,3,4,0,19,0,4,20,10,4,6,Male
56,No,Travel_Rarely,Project Management,1,Computer Science,871,2,Male,2,Agile Coach,1,Married,11974,0,No,2,2,4,2,17,4,3,13,3,6,10,Female
38,No,Non-Travel,IT Support,2,Mathematics,872,3,Male,4,Helpdesk Analyst,2,Divorced,11005,0,No,3,4,2,0,25,5,2,10,1,0,1,Male
26,Yes,Non-Travel,Project Management,1,Information Technology,873,3,Female,4,Agile Coach,1,Divorced,3438,4,No,8,2,3,0,19,0,1,5,10,1,9,Female
56,Yes,Travel_Frequently,Software Development,3,Business Administration,874,3,Male,4,Software Engineer,1,Divorced,14567,6,No,16,2,2,1,26,4,3,3,1,1,5,Female
38,Yes,Non-Travel,Software Development,1,Business Administration,875,1,Male,3,Backend Developer,2,Single,12448,1,Yes,15,1,3,1,30,5,1,13,10,10,9,Female
32,Yes,Travel_Frequently,Data Science,3,Information Technology,876,4,Female,1,Data Scientist,4,Single,7442,3,Yes,3,1,4,3,1,5,1,1,8,7,5,Female
55,Yes,Travel_Frequently,Cybersecurity,3,Mathematics,877,4,Female,1,Network Security Specialist,1,Single,8152,1,Yes,20,1,2,2,17,0,3,4,2,3,7,Male
59,Yes,Non-Travel,Cybersecurity,3,Business Administration,878,4,Female,1,Security Analyst,3,Divorced,8351,1,No,1,2,1,0,8,1,1,9,3,6,3,Male
37,Yes,Travel_Rarely,IT Support,4,Business Administration,879,4,Male,2,Technical Support,4,Single,4539,2,No,4,3,1,3,5,1,4,7,1,1,2,Male
28,No,Travel_Rarely,IT Support,4,Engineering,880,4,Female,4,IT Specialist,1,Single,7679,4,No,3,3,3,0,7,4,3,20,4,3,10,Male
51,No,Travel_Frequently,Software Development,2,Mathematics,881,3,Female,1,Full Stack Developer,3,Divorced,14180,4,Yes,9,3,4,3,2,4,3,1,3,0,2,Female
56,No,Travel_Frequently,Cybersecurity,3,Engineering,882,2,Male,2,Cybersecurity Engineer,4,Married,11200,1,Yes,16,4,1,2,18,5,1,19,5,9,4,Male
35,Yes,Travel_Rarely,Data Science,1,Computer Science,883,2,Female,1,Machine Learning Engineer,2,Divorced,11635,6,Yes,14,4,4,1,8,4,3,13,2,8,8,Female
26,Yes,Travel_Rarely,Data Science,1,Computer Science,884,1,Male,1,Machine Learning Engineer,4,Divorced,8244,5,No,8,3,1,1,25,3,1,10,9,8,5,Female
39,No,Travel_Rarely,Cybersecurity,1,Business Administration,885,1,Male,4,Network Security Specialist,4,Single,4839,5,No,15,4,3,0,16,0,3,17,2,2,3,Male
55,No,Travel_Rarely,Cybersecurity,3,Computer Science,886,4,Female,4,Network Security Specialist,3,Divorced,12674,5,No,18,4,4,3,35,4,4,5,8,8,6,Male
48,Yes,Non-Travel,IT Support,3,Information Technology,887,2,Female,3,Technical Support,4,Married,12280,1,Yes,15,3,1,1,26,5,2,3,7,3,10,Male
43,Yes,Non-Travel,Cybersecurity,3,Mathematics,888,1,Female,3,Network Security Specialist,4,Single,5716,1,No,20,4,3,2,39,0,2,4,2,7,7,Male
43,No,Travel_Frequently,Project Management,2,Engineering,889,1,Male,3,Agile Coach,2,Single,10206,4,No,7,1,3,2,13,4,4,20,4,8,4,Male
50,No,Non-Travel,Project Management,1,Engineering,890,4,Male,3,Scrum Master,4,Single,6292,3,No,2,4,1,2,9,4,4,5,4,4,5,Female
24,No,Travel_Frequently,IT Support,2,Mathematics,891,2,Female,4,IT Specialist,1,Married,12394,3,No,11,4,3,1,29,3,4,18,5,4,1,Male
54,No,Travel_Frequently,IT Support,4,Computer Science,892,1,Male,4,Helpdesk Analyst,4,Single,11089,0,No,20,1,1,3,35,2,3,5,1,10,8,Male
28,No,Travel_Rarely,Data Science,4,Mathematics,893,2,Male,2,Data Scientist,2,Single,4242,0,Yes,17,3,1,1,21,1,2,3,7,1,10,Female
29,No,Non-Travel,Project Management,1,Computer Science,894,2,Male,3,Agile Coach,2,Divorced,4621,3,No,17,1,2,2,9,1,3,20,4,7,5,Male
37,No,Travel_Rarely,Data Science,1,Engineering,895,3,Female,2,Data Scientist,4,Divorced,7813,2,Yes,20,3,3,2,20,1,2,15,7,2,6,Female
30,No,Travel_Rarely,IT Support,3,Mathematics,896,4,Female,4,Technical Support,3,Divorced,6464,6,No,14,1,3,2,16,2,2,13,1,9,1,Male
58,Yes,Travel_Rarely,Cybersecurity,4,Mathematics,897,1,Male,2,Network Security Specialist,1,Married,6840,6,Yes,5,2,1,1,17,2,3,14,10,4,9,Male
47,No,Travel_Rarely,IT Support,3,Computer Science,898,2,Male,2,Technical Support,1,Single,8392,6,No,1,2,4,2,18,5,1,15,10,3,2,Male
46,No,Travel_Frequently,Data Science,4,Computer Science,899,1,Male,4,Data Analyst,2,Single,14232,0,No,17,1,4,2,33,4,3,6,10,0,4,Female
32,No,Travel_Rarely,IT Support,3,Business Administration,900,1,Female,2,System Administrator,1,Single,11402,6,Yes,7,3,2,2,2,0,1,18,3,8,6,Male
42,Yes,Travel_Frequently,IT Support,2,Business Administration,901,2,Female,2,IT Specialist,3,Married,4164,6,No,14,1,3,1,26,2,4,8,3,1,5,Male
39,No,Non-Travel,Project Management,3,Computer Science,902,3,Male,1,Project Manager,3,Married,3452,6,No,15,2,2,3,5,5,1,15,4,3,10,Male
40,No,Non-Travel,Software Development,2,Engineering,903,4,Female,1,Backend Developer,4,Single,4400,6,Yes,15,2,4,2,34,2,2,17,7,7,1,Female
52,Yes,Travel_Rarely,Software Development,4,Mathematics,904,1,Female,1,Full Stack Developer,2,Single,11326,0,Yes,9,2,2,3,2,1,4,17,10,7,6,Male
41,No,Non-Travel,Data Science,1,Computer Science,905,2,Male,2,Data Scientist,1,Married,4216,6,Yes,8,3,4,2,14,4,2,20,5,1,2,Female
43,No,Non-Travel,Software Development,2,Information Technology,906,4,Male,1,Frontend Developer,1,Divorced,6602,1,No,12,4,3,0,13,1,2,8,10,6,5,Female
55,No,Travel_Frequently,Data Science,1,Mathematics,907,2,Male,3,Data Analyst,3,Divorced,13459,5,Yes,10,3,1,0,33,3,1,4,7,6,10,Female
57,No,Travel_Frequently,Software Development,3,Mathematics,908,2,Male,2,Full Stack Developer,4,Divorced,12484,0,Yes,2,2,2,2,16,0,3,13,3,1,10,Male
40,No,Non-Travel,Data Science,3,Mathematics,909,1,Female,3,Data Analyst,1,Married,3707,6,Yes,12,2,3,1,3,2,3,11,5,1,1,Female
55,Yes,Non-Travel,Cybersecurity,1,Information Technology,910,3,Male,1,Security Analyst,4,Single,12926,2,No,14,2,3,0,37,0,4,4,4,4,1,Male
34,Yes,Non-Travel,Cybersecurity,2,Mathematics,911,1,Male,4,Network Security Specialist,1,Married,4306,2,No,12,2,3,2,25,0,4,17,8,5,1,Male
43,No,Travel_Frequently,IT Support,3,Mathematics,912,2,Male,1,System Administrator,4,Single,7230,1,Yes,13,4,3,1,8,1,1,13,6,4,6,Male
53,No,Travel_Frequently,Project Management,1,Engineering,913,2,Female,4,Project Manager,2,Single,5210,5,Yes,5,2,2,1,37,3,3,17,6,0,4,Female
57,No,Travel_Frequently,Project Management,1,Information Technology,914,2,Female,4,Project Manager,4,Divorced,13486,2,Yes,15,4,4,0,35,3,1,20,7,2,3,Male
41,No,Non-Travel,Software Development,4,Business Administration,915,1,Female,3,Software Engineer,2,Married,7373,3,No,11,4,3,1,28,4,4,8,7,5,9,Female
54,Yes,Travel_Rarely,Cybersecurity,4,Mathematics,916,3,Male,2,Security Analyst,4,Single,3996,5,Yes,16,2,1,1,26,5,2,8,5,3,6,Male
23,Yes,Non-Travel,Software Development,3,Mathematics,917,4,Female,2,Full Stack Developer,2,Married,12059,1,No,12,4,3,0,37,2,1,13,1,1,3,Female
44,Yes,Non-Travel,Project Management,1,Business Administration,918,4,Female,4,Agile Coach,1,Married,8618,4,Yes,14,2,4,1,22,3,3,1,2,2,5,Male
31,Yes,Non-Travel,IT Support,3,Engineering,919,2,Male,2,Technical Support,4,Married,5417,0,Yes,19,3,3,2,33,3,4,15,2,2,1,Male
60,Yes,Travel_Rarely,Project Management,4,Mathematics,920,2,Male,3,Agile Coach,3,Single,13563,3,Yes,11,1,2,0,2,0,2,1,7,6,7,Male
41,Yes,Non-Travel,Cybersecurity,1,Business Administration,921,3,Male,4,Security Analyst,4,Divorced,5943,2,Yes,16,4,1,1,36,5,4,11,6,2,5,Male
35,No,Non-Travel,Software Development,4,Mathematics,922,2,Male,3,Software Engineer,3,Married,3915,4,Yes,4,1,1,3,16,4,4,10,5,2,9,Female
42,No,Non-Travel,Data Science,3,Computer Science,923,4,Male,3,Data Scientist,1,Single,9676,0,No,14,1,2,0,26,3,3,18,4,9,9,Female
56,Yes,Travel_Rarely,Software Development,1,Information Technology,924,4,Female,3,Full Stack Developer,4,Single,6529,4,Yes,7,1,4,2,18,0,2,5,7,0,5,Female
60,No,Travel_Frequently,Cybersecurity,3,Information Technology,925,4,Male,2,Cybersecurity Engineer,3,Divorced,14812,3,No,15,1,4,2,40,2,1,4,4,2,7,Male
50,No,Travel_Frequently,Software Development,1,Business Administration,926,3,Female,2,Full Stack Developer,4,Divorced,4817,2,Yes,3,4,4,2,4,0,1,5,4,9,4,Male
24,Yes,Travel_Frequently,Cybersecurity,3,Information Technology,927,1,Male,3,Cybersecurity Engineer,2,Single,7165,5,No,1,3,4,3,9,4,2,11,7,4,7,Male
52,No,Travel_Frequently,Software Development,2,Engineering,928,1,Female,2,Full Stack Developer,3,Single,6211,6,Yes,12,1,1,2,20,3,3,12,2,2,4,Male
39,Yes,Travel_Rarely,IT Support,3,Engineering,929,1,Female,1,Technical Support,4,Divorced,11347,0,No,15,3,3,2,12,1,2,10,2,2,3,Male
26,No,Non-Travel,Project Management,4,Information Technology,930,2,Female,4,Scrum Master,1,Married,10885,0,No,2,1,2,3,36,4,3,8,9,0,2,Male
38,No,Travel_Frequently,Software Development,1,Computer Science,931,1,Male,4,Software Engineer,4,Married,12030,2,No,10,2,1,3,10,4,4,12,6,9,2,Female
24,Yes,Non-Travel,Project Management,3,Computer Science,932,3,Female,3,Agile Coach,3,Married,11811,6,No,18,4,1,1,39,0,2,13,6,10,4,Female
57,No,Travel_Rarely,IT Support,3,Mathematics,933,3,Male,2,Helpdesk Analyst,2,Single,14704,6,Yes,12,2,2,0,11,2,3,2,9,7,7,Male
53,Yes,Non-Travel,Data Science,4,Computer Science,934,3,Male,2,Data Scientist,2,Divorced,7371,1,No,15,4,2,1,39,0,4,3,4,7,10,Female
39,No,Travel_Rarely,Project Management,4,Business Administration,935,3,Male,2,Agile Coach,3,Divorced,5949,0,Yes,17,1,3,0,25,1,2,17,3,9,2,Male
32,No,Travel_Rarely,Data Science,3,Engineering,936,1,Male,2,Machine Learning Engineer,2,Married,3425,4,No,13,2,2,2,19,4,4,9,3,7,9,Female
60,Yes,Non-Travel,Project Management,4,Computer Science,937,3,Female,2,Agile Coach,2,Married,4822,4,No,17,2,2,2,24,2,4,20,1,1,10,Female
50,No,Travel_Frequently,Project Management,1,Mathematics,938,2,Male,1,Agile Coach,1,Married,13283,3,No,20,4,4,0,40,2,3,11,6,8,9,Female
33,No,Non-Travel,Project Management,3,Engineering,939,2,Female,4,Scrum Master,1,Divorced,9000,3,No,12,4,4,1,30,2,1,4,9,6,4,Female
54,No,Travel_Rarely,Data Science,4,Engineering,940,1,Male,4,Machine Learning Engineer,4,Divorced,13143,2,Yes,4,1,3,1,27,1,1,2,7,10,5,Female
48,No,Non-Travel,Software Development,3,Information Technology,941,1,Male,3,Full Stack Developer,3,Married,12125,5,No,19,3,2,1,23,2,2,3,9,8,10,Male
47,Yes,Non-Travel,Data Science,2,Computer Science,942,2,Female,1,Data Analyst,2,Divorced,11104,2,No,8,3,1,1,29,3,2,7,3,2,10,Female
40,Yes,Non-Travel,IT Support,4,Computer Science,943,1,Female,3,IT Specialist,2,Divorced,8847,5,Yes,14,3,1,0,28,4,1,2,8,8,4,Male
51,Yes,Travel_Rarely,Software Development,2,Information Technology,944,3,Male,1,Frontend Developer,2,Married,5027,2,No,19,4,2,2,20,3,1,11,9,1,3,Male
37,No,Non-Travel,Data Science,1,Computer Science,945,4,Female,1,Data Analyst,4,Married,6213,3,No,20,1,1,2,4,0,3,2,5,4,10,Female
56,No,Travel_Rarely,Cybersecurity,3,Business Administration,946,3,Female,1,Cybersecurity Engineer,3,Single,7043,1,No,16,2,3,3,25,2,4,20,9,2,1,Male
54,Yes,Non-Travel,Software Development,2,Business Administration,947,1,Female,3,Frontend Developer,3,Divorced,3350,4,No,2,3,3,2,7,2,3,2,4,5,6,Male
59,Yes,Travel_Frequently,Project Management,3,Engineering,948,1,Male,2,Scrum Master,3,Married,14803,2,Yes,1,4,2,2,26,4,2,19,8,3,9,Female
34,No,Travel_Rarely,Project Management,3,Mathematics,949,3,Female,2,Agile Coach,1,Married,14785,5,No,7,2,2,3,21,5,4,13,9,9,4,Male
36,No,Travel_Rarely,Cybersecurity,2,Mathematics,950,4,Female,1,Security Analyst,4,Divorced,13827,6,Yes,2,4,2,3,6,3,1,17,5,5,4,Male
56,Yes,Travel_Frequently,Project Management,1,Engineering,951,1,Male,3,Agile Coach,3,Divorced,12268,1,Yes,10,3,2,0,19,2,1,9,1,6,6,Female
46,No,Travel_Rarely,Project Management,1,Mathematics,952,2,Male,3,Project Manager,4,Divorced,9715,0,No,7,1,2,1,4,4,2,13,7,7,1,Female
23,No,Non-Travel,Software Development,1,Information Technology,953,2,Female,2,Frontend Developer,4,Divorced,6142,1,Yes,13,2,2,0,15,3,1,7,1,9,8,Male
29,Yes,Non-Travel,Data Science,4,Mathematics,954,4,Female,3,Machine Learning Engineer,2,Divorced,10196,5,No,15,3,3,2,39,0,4,11,2,10,5,Female
28,Yes,Non-Travel,Software Development,1,Information Technology,955,4,Female,4,Software Engineer,4,Married,4650,6,Yes,16,2,3,2,16,4,3,12,2,1,7,Male
59,Yes,Non-Travel,Software Development,4,Computer Science,956,3,Male,1,Full Stack Developer,2,Married,5600,1,Yes,20,2,1,1,4,0,3,1,10,10,9,Female
50,No,Non-Travel,Software Development,4,Computer Science,957,4,Male,2,Backend Developer,2,Married,10026,1,Yes,5,2,4,0,30,4,1,5,4,8,6,Female
25,No,Non-Travel,Cybersecurity,4,Mathematics,958,4,Male,2,Security Analyst,2,Married,6077,2,No,18,1,1,0,1,5,4,7,7,0,7,Male
42,Yes,Non-Travel,Cybersecurity,2,Computer Science,959,2,Female,2,Cybersecurity Engineer,2,Single,13513,2,Yes,6,4,4,0,39,1,4,16,8,4,6,Male
39,No,Travel_Frequently,Software Development,3,Business Administration,960,1,Female,2,Backend Developer,2,Single,6417,6,No,5,1,2,0,29,5,2,9,3,1,7,Male
51,No,Travel_Rarely,Data Science,1,Business Administration,961,1,Female,2,Data Scientist,1,Divorced,14930,4,Yes,2,4,3,3,21,5,2,14,10,7,8,Female
48,No,Travel_Frequently,Cybersecurity,2,Engineering,962,4,Male,1,Cybersecurity Engineer,3,Single,4654,5,No,2,2,3,3,38,2,1,11,2,4,8,Male
39,Yes,Travel_Frequently,Project Management,3,Engineering,963,3,Female,3,Project Manager,3,Divorced,3431,0,Yes,1,2,3,2,37,1,1,14,1,1,5,Female
39,Yes,Travel_Frequently,Data Science,2,Engineering,964,2,Male,1,Machine Learning Engineer,4,Married,12500,5,Yes,13,2,2,1,28,1,3,14,6,9,7,Female
40,No,Travel_Rarely,IT Support,3,Computer Science,965,1,Female,3,System Administrator,1,Married,7110,5,Yes,19,2,4,0,20,0,4,9,5,7,7,Male
24,No,Travel_Rarely,Cybersecurity,3,Engineering,966,4,Male,2,Network Security Specialist,3,Married,8819,0,No,12,4,1,2,1,1,1,20,1,9,10,Male
48,Yes,Non-Travel,Software Development,2,Computer Science,967,3,Male,4,Frontend Developer,1,Single,11521,5,No,17,3,3,1,21,4,3,13,1,3,4,Male
32,No,Travel_Frequently,Project Management,2,Information Technology,968,1,Female,3,Project Manager,4,Divorced,8464,5,No,14,1,2,0,3,4,4,6,3,6,10,Male
45,No,Non-Travel,Cybersecurity,4,Business Administration,969,2,Female,2,Security Analyst,3,Divorced,12012,1,No,3,4,2,0,28,4,4,12,2,8,9,Male
43,No,Travel_Frequently,Project Management,4,Information Technology,970,3,Male,4,Scrum Master,4,Divorced,12373,2,Yes,16,1,4,1,20,0,2,12,7,10,6,Female
31,No,Travel_Rarely,Software Development,1,Information Technology,971,3,Male,1,Full Stack Developer,1,Divorced,14943,5,Yes,3,4,2,2,10,3,4,14,1,4,4,Female
43,Yes,Non-Travel,Cybersecurity,4,Computer Science,972,4,Female,2,Cybersecurity Engineer,4,Divorced,14700,4,No,6,4,1,0,39,2,1,9,3,3,7,Male
35,No,Non-Travel,Project Management,1,Information Technology,973,2,Female,3,Project Manager,4,Divorced,3854,0,No,15,4,2,3,30,5,4,13,7,8,8,Female
29,Yes,Travel_Rarely,IT Support,4,Engineering,974,3,Male,4,IT Specialist,3,Married,7100,0,No,16,4,2,0,39,1,2,3,7,4,10,Male
32,Yes,Travel_Frequently,Software Development,3,Computer Science,975,4,Male,4,Frontend Developer,1,Divorced,3330,5,No,9,2,2,0,13,2,1,15,3,10,7,Female
46,No,Travel_Rarely,Cybersecurity,1,Mathematics,976,1,Female,2,Cybersecurity Engineer,1,Married,14354,6,No,19,3,4,3,30,3,1,6,2,8,10,Male
35,No,Non-Travel,Data Science,1,Business Administration,977,3,Male,3,Data Scientist,1,Married,6780,1,No,1,1,4,2,40,3,2,6,1,9,3,Female
34,Yes,Travel_Frequently,Cybersecurity,4,Computer Science,978,3,Male,4,Cybersecurity Engineer,1,Single,12166,3,No,9,4,2,0,34,2,1,9,3,9,9,Male
28,No,Travel_Frequently,Data Science,3,Engineering,979,3,Male,1,Data Scientist,4,Single,14512,2,No,19,1,2,1,18,2,1,12,1,2,9,Female
37,Yes,Travel_Frequently,IT Support,2,Mathematics,980,4,Female,2,IT Specialist,2,Married,13081,0,Yes,3,2,1,3,27,5,2,10,4,6,7,Male
55,No,Travel_Frequently,Cybersecurity,1,Information Technology,981,4,Female,4,Cybersecurity Engineer,1,Divorced,12201,0,No,2,4,3,1,28,0,3,12,5,2,3,Male
49,No,Non-Travel,Project Management,2,Engineering,982,4,Male,3,Project Manager,3,Divorced,3568,5,Yes,3,1,2,0,40,2,3,8,10,10,10,Female
47,Yes,Travel_Rarely,Data Science,1,Mathematics,983,1,Female,1,Data Analyst,2,Divorced,4260,0,Yes,8,2,3,1,9,5,1,10,1,5,2,Female
47,Yes,Travel_Frequently,IT Support,1,Engineering,984,2,Male,2,Technical Support,2,Divorced,5295,0,No,5,2,3,1,1,5,2,9,5,7,8,Male
38,No,Travel_Rarely,Cybersecurity,1,Mathematics,985,4,Female,1,Network Security Specialist,3,Divorced,11723,1,No,7,1,3,0,25,3,4,10,2,0,3,Male
42,No,Non-Travel,Project Management,3,Engineering,986,2,Female,4,Project Manager,1,Single,8199,6,Yes,16,4,1,0,14,3,1,6,2,5,2,Male
31,No,Travel_Rarely,Data Science,3,Mathematics,987,2,Female,4,Data Analyst,1,Divorced,6851,6,No,14,2,4,3,34,4,2,4,4,6,7,Female
52,Yes,Travel_Frequently,Data Science,4,Business Administration,988,2,Female,2,Data Analyst,1,Divorced,9718,3,Yes,12,3,4,1,27,4,2,2,8,2,5,Female
42,Yes,Non-Travel,Data Science,2,Information Technology,989,4,Male,1,Machine Learning Engineer,3,Divorced,12388,3,Yes,1,2,2,0,5,3,1,11,10,0,4,Female
58,No,Travel_Frequently,Project Management,3,Business Administration,990,1,Female,1,Scrum Master,4,Divorced,14248,6,Yes,2,1,1,1,33,4,2,17,4,6,5,Male
32,No,Travel_Frequently,Cybersecurity,2,Information Technology,991,4,Male,1,Network Security Specialist,4,Divorced,5154,0,No,2,3,4,2,35,2,1,6,7,0,7,Male
56,No,Non-Travel,Project Management,1,Business Administration,992,1,Male,4,Project Manager,1,Married,6783,3,Yes,8,1,3,1,36,2,3,18,10,8,7,Male
55,No,Travel_Rarely,Data Science,4,Mathematics,993,1,Male,2,Machine Learning Engineer,3,Divorced,14335,6,No,20,2,1,1,30,1,4,2,2,4,4,Female
57,Yes,Travel_Frequently,Software Development,4,Computer Science,994,4,Male,3,Frontend Developer,3,Married,6544,3,No,1,2,1,1,35,5,4,10,7,7,8,Male
49,Yes,Non-Travel,Data Science,4,Business Administration,995,1,Male,3,Data Scientist,1,Married,3534,1,No,3,4,2,1,24,3,2,10,9,1,3,Female
33,Yes,Travel_Rarely,Project Management,2,Mathematics,996,2,Male,1,Project Manager,4,Married,11041,6,Yes,13,1,1,1,23,1,1,10,10,3,4,Male
45,No,Non-Travel,Data Science,3,Business Administration,997,4,Female,4,Data Scientist,4,Divorced,8925,2,No,8,3,4,2,29,0,4,10,6,10,10,Female
44,Yes,Travel_Frequently,Software Development,2,Mathematics,998,1,Female,4,Backend Developer,1,Married,8238,2,Yes,6,2,4,2,26,4,3,11,3,4,5,Female
34,Yes,Travel_Frequently,Project Management,3,Business Administration,999,3,Female,3,Project Manager,1,Married,3580,4,Yes,7,2,2,2,37,0,2,5,4,7,9,Female
24,Yes,Travel_Rarely,Project Management,4,Business Administration,1000,3,Male,2,Project Manager,3,Single,14943,6,No,20,1,3,0,12,1,2,13,4,0,3,Female
